Rider_ID,Full_Name,Gender,Date_of_Birth,Nationality,City,Phone,Email,Registration_Date,Status,Last_Ride_Date,Total_Rides,Total_Spent_SAR,Average_Rating_Given,Preferred_Payment_Method,Account_Tier,Women_Preferred_Rider
RDR000142,Ghada Al-Anazi,Female,3/1/2000,Saudi,Khobar,535348349,ghada.alanazi73@email.com,8/30/2020,Active,3/10/2023,96,2852.69,4.24,Cash,Gold,No
RDR000143,Aisha Al-Saleh,Female,1/10/2002,Saudi,Mecca,567229772,aisha.alsaleh32@email.com,12/28/2020,Active,3/10/2023,704,20170.11,4.41,Credit Card,Diamond,No
RDR000144,Rana Al-Sabah,Female,11/9/2007,Yemeni,Mecca,515870689,rana.alsabah17@email.com,2/18/2019,Active,3/10/2023,387,8688.26,4.08,Credit Card,Diamond,Yes
RDR000145,Ahmed Al-Saud,Male,5/23/1999,Saudi,Jeddah,574481609,ahmed.alsaud98@email.com,1/30/2025,Active,3/10/2023,347,11064.28,4.78,Credit Card,Diamond,No
RDR000146,Dana Al-Saleh,Female,4/26/1980,Pakistani,Khobar,526518916,dana.alsaleh3@email.com,5/15/2024,Active,3/10/2023,58,2305.37,4.32,Apple Pay,Gold,Yes
RDR000147,Rana Al-Khalid,Female,11/8/2001,Egyptian,Dhahran,597961547,rana.alkhalid37@email.com,8/3/2020,Inactive,12/5/2021,4,87.11,3.84,Cash,Silver,No
RDR000148,Reem Al-Mohammed,Female,6/30/1993,Saudi,Mecca,558384619,reem.almohammed11@email.com,3/27/2020,Active,3/10/2023,289,12099.73,4.04,Cash,Platinum,No
RDR000149,Badr Al-Sabah,Male,8/22/1977,Saudi,Khobar,593853635,badr.alsabah37@email.com,9/22/2025,Active,3/10/2023,436,11096.88,3.73,Mada,Diamond,No
RDR000150,Sami Al-Mohammed,Male,10/18/2001,Yemeni,Khobar,529674854,sami.almohammed41@email.com,12/23/2021,Active,3/10/2023,729,14166.95,4.7,Credit Card,Diamond,No
RDR000151,Aljohara Al-Harbi,Female,12/22/1993,Saudi,Jeddah,534410491,aljohara.alharbi99@email.com,6/24/2025,Active,3/10/2023,745,19780.14,3.92,Credit Card,Diamond,Yes
RDR000152,Aljohara Al-Shammari,Female,9/7/1989,Pakistani,Tabuk,576719940,aljohara.alshammari69@email.com,9/27/2022,Active,3/10/2023,670,20778.79,4.88,Cash,Diamond,Yes
RDR000153,Mishal Al-Mutairi,Male,8/17/1998,Sudanese,Tabuk,521710526,mishal.almutairi31@email.com,9/24/2023,Active,3/10/2023,796,20577.62,4.54,Mada,Diamond,No
RDR000154,Mohammed Al-Turki,Male,4/11/1992,Saudi,Abha,549553600,mohammed.alturki59@email.com,4/25/2024,Active,3/10/2023,113,2183.64,3.59,Apple Pay,Gold,No
RDR000155,Amal Al-Nasser,Female,1/17/2002,Jordanian,Medina,513536218,amal.alnasser90@email.com,8/17/2019,Active,3/10/2023,121,5317.63,4.94,Mada,Gold,Yes
RDR000156,Abdullah Al-Ali,Male,11/27/2007,Filipino,Tabuk,565900995,abdullah.alali20@email.com,10/9/2020,Inactive,11/26/2022,19,721.29,3.62,Credit Card,Silver,No
RDR000157,Maha Al-Sabah,Female,4/12/1977,Saudi,Dammam,548489493,maha.alsabah15@email.com,4/9/2024,Active,3/10/2023,346,6808.11,4.17,Mada,Diamond,No
RDR000158,Turki Al-Khalid,Male,8/10/1983,Sudanese,Mecca,544635469,turki.alkhalid74@email.com,2/14/2019,Active,3/10/2023,434,13044.38,4.52,Cash,Diamond,No
RDR000159,Badr Al-Malki,Male,9/11/1980,Saudi,Dammam,539381121,badr.almalki51@email.com,1/12/2020,Active,3/10/2023,129,2645.89,4.61,Cash,Gold,No
RDR000160,Jasser Al-Ali,Male,6/17/1979,Jordanian,Khobar,536136297,jasser.alali35@email.com,7/18/2023,Active,3/10/2023,169,3084.59,3.58,Apple Pay,Platinum,No
RDR000161,Meshari Al-Saif,Male,12/17/1998,Filipino,Khobar,511473309,meshari.alsaif97@email.com,4/25/2019,Active,3/10/2023,167,7062.53,4.31,Credit Card,Platinum,No
RDR000162,Faisal Al-Otaibi,Male,10/6/1986,Saudi,Medina,516449014,faisal.alotaibi41@email.com,1/7/2022,Active,3/10/2023,584,10393.06,4.35,Cash,Diamond,No
RDR000163,Fatima Al-Sulaiman,Female,7/2/1992,Saudi,Dammam,523070100,fatima.alsulaiman43@email.com,6/19/2023,Active,3/10/2023,323,8791.61,4.63,Mada,Diamond,No
RDR000164,Sultan Al-Rashid,Male,11/8/1977,Indian,Tabuk,520570029,sultan.alrashid81@email.com,4/15/2023,Active,3/10/2023,39,694.15,3.94,Debit Card,Silver,No
RDR000165,Majed Al-Ghamdi,Male,2/24/1993,Indian,Mecca,527609040,majed.alghamdi44@email.com,8/16/2024,Active,3/10/2023,747,17722.76,4.41,Cash,Diamond,No
RDR000166,Sarah Al-Mansour,Female,1/13/1983,Yemeni,Medina,576776383,sarah.almansour13@email.com,5/5/2021,Active,3/10/2023,622,24346.2,3.61,Debit Card,Diamond,Yes
RDR000167,Lama Al-Mohammed,Female,8/9/1982,Egyptian,Jeddah,557428314,lama.almohammed12@email.com,2/6/2024,Active,3/10/2023,303,5191.61,3.74,Apple Pay,Diamond,No
RDR000168,Wafa Al-Ali,Female,7/25/1986,Saudi,Dammam,558784400,wafa.alali37@email.com,12/16/2023,Active,3/10/2023,144,3892.06,4.91,Cash,Gold,No
RDR000169,Hamed Al-Turki,Male,9/3/1996,Yemeni,Abha,515727818,hamed.alturki80@email.com,7/8/2022,Active,3/10/2023,699,30981.74,4.12,Cash,Diamond,No
RDR000170,Ali Al-Jasser,Male,7/22/1990,Saudi,Riyadh,539937437,ali.aljasser50@email.com,9/25/2020,Active,3/10/2023,298,12284.98,4.06,Cash,Platinum,No
RDR000171,Nawaf Al-Kaabi,Male,8/9/2003,Jordanian,Taif,568131630,nawaf.alkaabi26@email.com,12/31/2024,Active,3/10/2023,477,12900.76,3.66,Debit Card,Diamond,No
RDR000172,Rashed Al-Rajhi,Male,1/28/1988,Saudi,Tabuk,583159563,rashed.alrajhi20@email.com,6/14/2024,Active,3/10/2023,760,33026.57,4.21,Apple Pay,Diamond,No
RDR000173,Majed Al-Hamdan,Male,3/4/1989,Indian,Tabuk,538644859,majed.alhamdan7@email.com,5/9/2019,Active,3/10/2023,793,16926.42,4.07,Apple Pay,Diamond,No
RDR000174,Badr Al-Khalifa,Male,1/31/1995,Sudanese,Dammam,570588691,badr.alkhalifa54@email.com,12/22/2020,Active,3/10/2023,71,2182.78,3.91,Credit Card,Gold,No
RDR000175,Hanan Al-Qahtani,Female,10/18/1992,Jordanian,Jeddah,574642647,hanan.alqahtani61@email.com,10/22/2023,Active,3/10/2023,772,23982.33,3.95,Debit Card,Diamond,No
RDR000176,Tala Al-Mazrou,Female,7/3/1978,Filipino,Dhahran,592746890,tala.almazrou19@email.com,2/10/2019,Active,3/10/2023,612,15123.73,3.8,Mada,Diamond,No
RDR000177,Fatima Al-Ghamdi,Female,3/27/1990,Saudi,Taif,579886056,fatima.alghamdi93@email.com,8/27/2020,Active,3/10/2023,325,4910.85,3.67,Mada,Diamond,Yes
RDR000178,Hamed Al-Rumaih,Male,1/5/2001,Filipino,Jeddah,560674785,hamed.alrumaih28@email.com,5/30/2019,Active,3/10/2023,193,4910.42,4.13,Cash,Platinum,No
RDR000179,Ahmed Al-Turki,Male,2/4/1977,Indian,Khobar,597095450,ahmed.alturki59@email.com,3/8/2019,Active,3/10/2023,315,8637.81,4.25,Credit Card,Diamond,No
RDR000180,Tala Al-Zamil,Female,11/19/1987,Jordanian,Dhahran,560079518,tala.alzamil23@email.com,11/12/2024,Active,3/10/2023,344,10864.42,3.67,Debit Card,Diamond,Yes
RDR000181,Layan Al-Baker,Female,6/11/2004,Yemeni,Dhahran,512204726,layan.albaker79@email.com,3/6/2022,Active,3/10/2023,102,4383.44,4.99,Credit Card,Gold,Yes
RDR000182,Hamed Al-Khalid,Male,9/21/1983,Jordanian,Tabuk,525368078,hamed.alkhalid26@email.com,5/14/2019,Active,3/10/2023,431,17537.51,3.82,Cash,Diamond,No
RDR000183,Nawaf Al-Kaabi,Male,12/2/1978,Saudi,Dhahran,551258084,nawaf.alkaabi54@email.com,6/10/2023,Inactive,8/15/2025,29,1020.77,4.26,Apple Pay,Silver,No
RDR000184,Ziyad Al-Otaibi,Male,7/21/1981,Egyptian,Riyadh,554975010,ziyad.alotaibi22@email.com,4/18/2019,Active,3/10/2023,384,16809.53,4.76,Cash,Diamond,No
RDR000185,Amal Al-Jasser,Female,3/20/1989,Saudi,Dhahran,595399182,amal.aljasser50@email.com,2/28/2021,Active,3/10/2023,403,17861.23,4.74,Cash,Diamond,Yes
RDR000186,Dana Al-Anazi,Female,8/2/1982,Jordanian,Medina,594197247,dana.alanazi34@email.com,2/12/2020,Active,3/10/2023,130,5215.62,4.26,Mada,Gold,Yes
RDR000187,Samar Al-Mutairi,Female,3/21/2007,Filipino,Jeddah,582970485,samar.almutairi11@email.com,4/16/2019,Active,3/10/2023,644,20707.06,4.66,Debit Card,Diamond,Yes
RDR000188,Jasser Al-Sulaiman,Male,6/18/1997,Sudanese,Mecca,560748656,jasser.alsulaiman99@email.com,9/8/2021,Active,3/10/2023,228,5201.68,3.95,Cash,Platinum,No
RDR000189,Sami Al-Mutairi,Male,11/14/1987,Filipino,Mecca,526466411,sami.almutairi14@email.com,4/5/2019,Active,3/10/2023,594,11437.51,4.8,Credit Card,Diamond,No
RDR000190,Hanan Al-Mutairi,Female,6/25/2007,Jordanian,Jeddah,519875199,hanan.almutairi63@email.com,7/17/2024,Active,3/10/2023,213,9324.4,4.09,Cash,Platinum,Yes
RDR000191,Layan Al-Hamdan,Female,1/7/1983,Yemeni,Taif,591423836,layan.alhamdan5@email.com,10/21/2020,Active,3/10/2023,11,203.68,4.86,Mada,Silver,Yes
RDR000192,Aljohara Al-Muhanna,Female,6/3/1984,Saudi,Tabuk,579524101,aljohara.almuhanna66@email.com,2/16/2025,Inactive,8/23/2025,16,605.26,3.79,Credit Card,Silver,Yes
RDR000193,Reem Al-Nasser,Female,6/17/1996,Saudi,Riyadh,574635885,reem.alnasser26@email.com,9/3/2022,Active,3/10/2023,86,3749.33,4.59,Debit Card,Gold,Yes
RDR000194,Anoud Al-Mohammed,Female,8/24/1977,Sudanese,Dhahran,547726289,anoud.almohammed51@email.com,9/30/2024,Active,3/10/2023,198,3581.19,3.88,Debit Card,Platinum,No
RDR000195,Dana Al-Nasser,Female,3/2/1994,Filipino,Taif,524436339,dana.alnasser78@email.com,11/11/2023,Active,3/10/2023,434,11497.26,4.39,Apple Pay,Diamond,Yes
RDR000196,Razan Al-Harbi,Female,4/20/1995,Filipino,Taif,596583583,razan.alharbi68@email.com,11/16/2020,Active,3/10/2023,524,13397.42,3.88,Cash,Diamond,Yes
RDR000197,Rashed Al-Anazi,Male,12/16/2001,Egyptian,Mecca,526415312,rashed.alanazi2@email.com,1/5/2023,Active,3/10/2023,221,5427.25,4.49,Apple Pay,Platinum,No
RDR000198,Hamad Al-Nasser,Male,9/29/1995,Filipino,Taif,538477668,hamad.alnasser68@email.com,5/13/2025,Active,3/10/2023,239,5144.21,4.34,Cash,Platinum,No
RDR000199,Huda Al-Mazrou,Female,4/23/1986,Indian,Dhahran,516280294,huda.almazrou36@email.com,11/18/2023,Active,3/10/2023,328,9064.97,3.8,Credit Card,Diamond,Yes
RDR000200,Rashed Al-Rumaih,Male,4/3/2008,Indian,Dhahran,548166934,rashed.alrumaih17@email.com,8/26/2021,Active,3/10/2023,292,11752.79,3.53,Cash,Platinum,No
RDR000201,Sarah Al-Zamil,Female,11/5/1989,Sudanese,Abha,550399304,sarah.alzamil36@email.com,6/10/2019,Active,3/10/2023,17,416.77,3.6,Credit Card,Silver,Yes
RDR000202,Rashed Al-Mohammed,Male,9/16/1979,Saudi,Tabuk,560184824,rashed.almohammed80@email.com,7/12/2019,Active,3/10/2023,714,12910.77,4.98,Cash,Diamond,No
RDR000203,Khalid Al-Saud,Male,10/30/2000,Saudi,Mecca,535657019,khalid.alsaud93@email.com,3/6/2020,Active,3/10/2023,705,29658.15,4.59,Debit Card,Diamond,No
RDR000204,Fatima Al-Qahtani,Female,8/10/1977,Filipino,Dammam,560943206,fatima.alqahtani35@email.com,6/26/2019,Active,3/10/2023,312,11219.5,3.61,Apple Pay,Diamond,No
RDR000205,Reem Al-Shehri,Female,12/23/2002,Pakistani,Khobar,580811787,reem.alshehri31@email.com,8/29/2020,Active,3/10/2023,424,13710.69,4.46,Mada,Diamond,No
RDR000206,Maram Al-Ali,Female,5/31/1983,Saudi,Medina,598514011,maram.alali83@email.com,1/12/2020,Active,3/10/2023,304,11265.65,4.57,Apple Pay,Diamond,Yes
RDR000207,Abdullah Al-Mohammed,Male,8/4/1986,Saudi,Riyadh,555694444,abdullah.almohammed27@email.com,5/20/2021,Inactive,9/4/2022,60,2365.19,4.73,Debit Card,Gold,No
RDR000208,Shatha Al-Kaabi,Female,3/3/1991,Indian,Mecca,593279154,shatha.alkaabi66@email.com,8/28/2024,Active,3/10/2023,134,2826.14,3.83,Apple Pay,Gold,Yes
RDR000209,Sami Al-Anazi,Male,10/15/1987,Saudi,Mecca,524790683,sami.alanazi31@email.com,6/12/2022,Active,3/10/2023,592,9174.6,4.47,Debit Card,Diamond,No
RDR000210,Hanan Al-Khalifa,Female,10/12/1983,Saudi,Riyadh,557570364,hanan.alkhalifa56@email.com,5/4/2024,Active,3/10/2023,464,9911.96,4.03,Credit Card,Diamond,Yes
RDR000211,Joud Al-Qahtani,Female,7/5/1989,Saudi,Taif,549460803,joud.alqahtani25@email.com,1/21/2022,Active,3/10/2023,51,1381.12,4.47,Mada,Gold,Yes
RDR000212,Raghad Al-Dosari,Female,8/30/1982,Saudi,Riyadh,542046782,raghad.aldosari9@email.com,10/16/2021,Active,3/10/2023,225,6966.89,3.67,Credit Card,Platinum,Yes
RDR000213,Yara Al-Faisal,Female,10/16/2000,Saudi,Jeddah,556658526,yara.alfaisal82@email.com,6/19/2021,Active,3/10/2023,709,16760.6,3.9,Debit Card,Diamond,Yes
RDR000214,Omar Al-Ahmadi,Male,10/5/1997,Saudi,Abha,552293683,omar.alahmadi88@email.com,12/23/2025,Active,3/10/2023,313,5347.18,4.78,Mada,Diamond,No
RDR000215,Hamad Al-Kaabi,Male,8/18/1996,Saudi,Mecca,532914336,hamad.alkaabi87@email.com,2/22/2019,Active,3/10/2023,439,16597.63,4,Debit Card,Diamond,No
RDR000216,Nawaf Al-Ali,Male,9/8/2007,Filipino,Tabuk,549011532,nawaf.alali30@email.com,1/5/2019,Active,3/10/2023,254,7812.55,4.21,Credit Card,Platinum,No
RDR000217,Sultan Al-Dosari,Male,9/23/1992,Pakistani,Jeddah,544539524,sultan.aldosari85@email.com,6/1/2022,Active,3/10/2023,344,10180.61,4.18,Mada,Diamond,No
RDR000218,Anoud Al-Saud,Female,9/27/1986,Saudi,Khobar,546230390,anoud.alsaud88@email.com,5/18/2022,Active,3/10/2023,531,16237.59,4.66,Cash,Diamond,No
RDR000219,Ziyad Al-Hassan,Male,2/22/1989,Egyptian,Mecca,537690126,ziyad.alhassan96@email.com,1/3/2023,Active,3/10/2023,251,4437.23,4.37,Mada,Platinum,No
RDR000220,Rana Al-Khalifa,Female,10/25/1992,Egyptian,Abha,562482651,rana.alkhalifa76@email.com,1/15/2024,Active,3/10/2023,540,14860.17,3.76,Mada,Diamond,No
RDR000221,Mona Al-Otaibi,Female,1/17/1983,Egyptian,Tabuk,548709538,mona.alotaibi15@email.com,10/31/2024,Active,3/10/2023,628,27684.81,3.68,Cash,Diamond,Yes
RDR000222,Jasser Al-Ghamdi,Male,7/15/1995,Saudi,Abha,549557552,jasser.alghamdi2@email.com,4/1/2022,Active,3/10/2023,681,19487.32,3.74,Cash,Diamond,No
RDR000223,Waleed Al-Rumaih,Male,6/8/2008,Saudi,Jeddah,543746828,waleed.alrumaih18@email.com,8/6/2019,Active,3/10/2023,6,153.04,4.15,Mada,Silver,No
RDR000224,Lina Al-Mutairi,Female,6/3/1995,Saudi,Dammam,514313313,lina.almutairi61@email.com,8/7/2020,Active,3/10/2023,202,8683.58,4.15,Credit Card,Platinum,Yes
RDR000225,Raghad Al-Faisal,Female,11/30/1988,Yemeni,Jeddah,553282519,raghad.alfaisal75@email.com,12/6/2021,Active,3/10/2023,612,11735.28,3.97,Cash,Diamond,No
RDR000226,Maha Al-Shammari,Female,10/12/1987,Pakistani,Abha,534611796,maha.alshammari49@email.com,3/28/2021,Active,3/10/2023,88,3385.55,3.95,Mada,Gold,No
RDR000227,Nasser Al-Sabah,Male,7/29/1992,Jordanian,Taif,572619624,nasser.alsabah54@email.com,7/7/2022,Active,3/10/2023,702,30778.07,4.57,Cash,Diamond,No
RDR000228,Aisha Al-Jasser,Female,7/31/1997,Filipino,Riyadh,578747232,aisha.aljasser48@email.com,9/21/2023,Active,3/10/2023,144,2709.83,4.42,Apple Pay,Gold,Yes
RDR000229,Noura Al-Faisal,Female,10/27/1987,Saudi,Mecca,521362751,noura.alfaisal8@email.com,7/9/2023,Active,3/10/2023,474,10951.89,4.71,Cash,Diamond,No
RDR000230,Hamad Al-Saif,Male,1/7/2003,Sudanese,Jeddah,588466030,hamad.alsaif87@email.com,4/5/2022,Active,3/10/2023,708,21469.84,4,Credit Card,Diamond,No
RDR000231,Majed Al-Sabah,Male,10/9/1979,Saudi,Mecca,550385068,majed.alsabah81@email.com,4/21/2025,Active,3/10/2023,508,12357.98,3.7,Mada,Diamond,No
RDR000232,Mubarak Al-Muhanna,Male,2/13/2004,Saudi,Medina,537419830,mubarak.almuhanna14@email.com,4/14/2020,Inactive,3/23/2021,78,2278.56,4.82,Cash,Gold,No
RDR000233,Yara Al-Qahtani,Female,10/15/1996,Filipino,Jeddah,568939010,yara.alqahtani85@email.com,5/13/2022,Active,3/10/2023,189,6334.29,4.73,Cash,Platinum,Yes
RDR000234,Turki Al-Ghamdi,Male,11/30/1986,Saudi,Medina,548849191,turki.alghamdi86@email.com,11/30/2020,Active,3/10/2023,717,12906.42,4.32,Cash,Diamond,No
RDR000235,Razan Al-Khalifa,Female,10/26/2001,Saudi,Dhahran,548040286,razan.alkhalifa59@email.com,4/30/2023,Active,3/10/2023,110,2046.42,4.2,Cash,Gold,Yes
RDR000236,Sarah Al-Muhanna,Female,11/27/1987,Saudi,Taif,511224073,sarah.almuhanna21@email.com,6/24/2019,Active,3/10/2023,364,9366.6,4.94,Cash,Diamond,No
RDR000237,Nawaf Al-Sabah,Male,3/31/1993,Indian,Dhahran,528795756,nawaf.alsabah36@email.com,10/2/2024,Inactive,10/15/2025,46,1773.25,4.48,Cash,Silver,No
RDR000238,Yara Al-Harbi,Female,9/6/1976,Pakistani,Taif,598436745,yara.alharbi68@email.com,3/23/2023,Active,3/10/2023,621,14144.38,4.49,Cash,Diamond,No
RDR000239,Yara Al-Harbi,Female,9/13/2003,Indian,Riyadh,573943071,yara.alharbi42@email.com,5/1/2019,Active,3/10/2023,163,6160.96,3.85,Mada,Platinum,No
RDR000240,Omar Al-Ahmadi,Male,10/14/2006,Sudanese,Dhahran,519782015,omar.alahmadi57@email.com,9/17/2023,Active,3/10/2023,64,2425.64,4.42,Credit Card,Gold,No
RDR000241,Turki Al-Hamdan,Male,9/8/1999,Saudi,Jeddah,575914731,turki.alhamdan57@email.com,1/16/2024,Active,3/10/2023,653,23093.65,4.36,Debit Card,Diamond,No
RDR000242,Faisal Al-Malki,Male,3/30/1980,Yemeni,Dhahran,522912566,faisal.almalki27@email.com,12/4/2024,Active,3/10/2023,197,3151.44,3.63,Credit Card,Platinum,No
RDR000243,Ahmed Al-Turki,Male,8/28/1979,Pakistani,Dhahran,576595544,ahmed.alturki25@email.com,5/16/2025,Active,3/10/2023,74,2957.93,4.01,Mada,Gold,No
RDR000244,Tala Al-Sulaiman,Female,8/5/1991,Saudi,Tabuk,586390345,tala.alsulaiman11@email.com,4/7/2025,Active,3/10/2023,69,1298.29,4.16,Mada,Gold,Yes
RDR000245,Yousef Al-Mohammed,Male,3/10/1997,Jordanian,Medina,558037222,yousef.almohammed9@email.com,7/30/2019,Active,3/10/2023,339,13957.74,3.53,Apple Pay,Diamond,No
RDR000246,Waleed Al-Harbi,Male,6/17/1994,Jordanian,Abha,593033115,waleed.alharbi8@email.com,6/14/2025,Active,3/10/2023,531,16661.85,4.9,Cash,Diamond,No
RDR000247,Khalil Al-Farsi,Male,3/20/2002,Saudi,Riyadh,583428820,khalil.alfarsi94@email.com,5/13/2019,Active,3/10/2023,268,6670.06,3.8,Credit Card,Platinum,No
RDR000248,Ali Al-Mohammed,Male,12/13/1992,Saudi,Jeddah,565866810,ali.almohammed77@email.com,4/28/2025,Active,3/10/2023,720,26768.65,4.75,Credit Card,Diamond,No
RDR000249,Khalil Al-Shehri,Male,10/2/1992,Jordanian,Dammam,574101392,khalil.alshehri39@email.com,6/20/2019,Active,3/10/2023,509,19569.14,4.26,Mada,Diamond,No
RDR000250,Mohammed Al-Qahtani,Male,8/27/2007,Pakistani,Riyadh,574716210,mohammed.alqahtani7@email.com,3/14/2021,Active,3/10/2023,389,10352.75,4.52,Mada,Diamond,No
RDR000251,Maha Al-Anazi,Female,12/21/1991,Egyptian,Dhahran,535990676,maha.alanazi44@email.com,2/28/2025,Active,3/10/2023,449,12614.99,3.68,Cash,Diamond,Yes
RDR000252,Saad Al-Rumaih,Male,12/26/1982,Saudi,Riyadh,511999650,saad.alrumaih93@email.com,7/19/2021,Active,3/10/2023,771,17345.71,4.83,Cash,Diamond,No
RDR000253,Abdullah Al-Qahtani,Male,1/28/1979,Saudi,Mecca,549246971,abdullah.alqahtani17@email.com,12/2/2023,Active,3/10/2023,45,1493.27,3.97,Cash,Silver,No
RDR000254,Reem Al-Harbi,Female,6/14/1992,Saudi,Jeddah,569531177,reem.alharbi92@email.com,10/21/2021,Active,3/10/2023,211,5081.21,4.24,Mada,Platinum,Yes
RDR000255,Amal Al-Sabah,Female,1/13/1990,Sudanese,Dammam,593466217,amal.alsabah63@email.com,7/30/2022,Active,3/10/2023,516,12071.05,3.66,Apple Pay,Diamond,Yes
RDR000256,Hassan Al-Saleh,Male,11/9/2006,Saudi,Abha,569093033,hassan.alsaleh84@email.com,5/13/2021,Active,3/10/2023,743,28178.84,4.72,Debit Card,Diamond,No
RDR000257,Mohammed Al-Mohammed,Male,10/14/2005,Saudi,Riyadh,591838954,mohammed.almohammed50@email.com,1/12/2022,Active,3/10/2023,394,11765.13,3.95,Credit Card,Diamond,No
RDR000258,Layan Al-Marri,Female,2/13/2006,Yemeni,Riyadh,550956281,layan.almarri5@email.com,7/8/2021,Active,3/10/2023,189,5905.58,4.49,Cash,Platinum,Yes
RDR000259,Hamad Al-Farsi,Male,12/29/1988,Jordanian,Tabuk,517666327,hamad.alfarsi14@email.com,6/5/2021,Active,3/10/2023,350,11059.59,4.59,Cash,Diamond,No
RDR000260,Anoud Al-Anazi,Female,7/3/1987,Sudanese,Tabuk,541974274,anoud.alanazi17@email.com,5/16/2025,Active,3/10/2023,267,11275.78,3.74,Cash,Platinum,Yes
RDR000261,Lama Al-Mahmoud,Female,3/28/1992,Saudi,Abha,598480345,lama.almahmoud33@email.com,4/26/2022,Active,3/10/2023,405,15581.48,3.56,Apple Pay,Diamond,No
RDR000262,Yousef Al-Saleh,Male,9/24/1988,Saudi,Tabuk,572604450,yousef.alsaleh5@email.com,8/7/2022,Active,3/10/2023,184,8091.69,4.17,Credit Card,Platinum,No
RDR000263,Samar Al-Shammari,Female,5/18/1994,Saudi,Riyadh,569114791,samar.alshammari24@email.com,7/1/2025,Active,3/10/2023,284,6458.22,4.85,Cash,Platinum,No
RDR000264,Wadha Al-Shehri,Female,5/1/2003,Yemeni,Medina,515167621,wadha.alshehri24@email.com,12/15/2020,Active,3/10/2023,633,22492.54,4.48,Debit Card,Diamond,No
RDR000265,Sarah Al-Jasser,Female,1/13/1978,Egyptian,Medina,582536810,sarah.aljasser92@email.com,9/7/2019,Active,3/10/2023,266,4346.97,4.96,Credit Card,Platinum,Yes
RDR000266,Abdullah Al-Khalid,Male,10/22/1991,Yemeni,Taif,565830504,abdullah.alkhalid10@email.com,4/8/2020,Active,3/10/2023,243,8324.36,3.81,Cash,Platinum,No
RDR000267,Lina Al-Rashid,Female,8/28/1991,Indian,Khobar,549468472,lina.alrashid80@email.com,10/22/2025,Active,3/10/2023,344,5481.54,4.96,Mada,Diamond,Yes
RDR000268,Lina Al-Rumaih,Female,9/1/1985,Filipino,Riyadh,556177977,lina.alrumaih28@email.com,3/11/2020,Active,3/10/2023,321,8463.23,4.27,Mada,Diamond,Yes
RDR000269,Mishal Al-Mutairi,Male,9/17/1989,Pakistani,Jeddah,526272875,mishal.almutairi68@email.com,7/8/2021,Active,3/10/2023,589,22939.29,4.45,Mada,Diamond,No
RDR000270,Nada Al-Hamdan,Female,7/24/1997,Egyptian,Dammam,540989625,nada.alhamdan59@email.com,3/9/2021,Active,3/10/2023,301,7357.79,4.87,Apple Pay,Diamond,No
RDR000271,Hamed Al-Shammari,Male,2/27/1979,Indian,Khobar,591231063,hamed.alshammari30@email.com,11/23/2019,Active,3/10/2023,518,14746.96,3.61,Apple Pay,Diamond,No
RDR000272,Ghada Al-Mazrou,Female,4/8/2002,Filipino,Mecca,544934049,ghada.almazrou37@email.com,1/11/2025,Active,3/10/2023,418,10553.31,4.51,Mada,Diamond,Yes
RDR000273,Sadeem Al-Khalid,Female,2/5/1988,Saudi,Mecca,532383617,sadeem.alkhalid16@email.com,6/17/2025,Active,3/10/2023,792,21826.54,3.8,Debit Card,Diamond,No
RDR000274,Rana Al-Shehri,Female,1/21/1991,Jordanian,Riyadh,557562437,rana.alshehri17@email.com,11/3/2023,Inactive,11/8/2024,10,270.7,3.7,Cash,Silver,Yes
RDR000275,Reem Al-Rajhi,Female,2/26/2005,Sudanese,Khobar,557641606,reem.alrajhi58@email.com,8/19/2025,Active,3/10/2023,111,4697.55,4.99,Credit Card,Gold,No
RDR000276,Jawaher Al-Ali,Female,9/15/2004,Saudi,Mecca,511044716,jawaher.alali76@email.com,1/21/2021,Active,3/10/2023,604,19806.03,4.87,Cash,Diamond,No
RDR000277,Layan Al-Hamdan,Female,1/17/1998,Saudi,Taif,576208728,layan.alhamdan44@email.com,12/24/2020,Active,3/10/2023,603,9918.53,3.92,Credit Card,Diamond,Yes
RDR000278,Jawaher Al-Hamdan,Female,1/6/1999,Jordanian,Dhahran,579677116,jawaher.alhamdan36@email.com,7/28/2022,Active,3/10/2023,147,4741.36,3.56,Mada,Gold,No
RDR000279,Nawaf Al-Baker,Male,7/11/1995,Saudi,Mecca,591358784,nawaf.albaker97@email.com,4/30/2020,Active,3/10/2023,499,9073.61,4.16,Debit Card,Diamond,No
RDR000280,Sami Al-Ghamdi,Male,8/15/1981,Saudi,Jeddah,582454722,sami.alghamdi69@email.com,4/27/2021,Active,3/10/2023,521,20303.24,4.63,Credit Card,Diamond,No
RDR000281,Mubarak Al-Rashid,Male,2/5/1985,Saudi,Khobar,570914632,mubarak.alrashid38@email.com,4/12/2021,Active,3/10/2023,585,24885.82,4.14,Cash,Diamond,No
RDR000282,Hamed Al-Anazi,Male,6/20/1978,Saudi,Taif,557475650,hamed.alanazi11@email.com,12/13/2021,Active,3/10/2023,141,5263.29,4.99,Mada,Gold,No
RDR000283,Abdullah Al-Hamdan,Male,4/26/1978,Saudi,Mecca,552253072,abdullah.alhamdan5@email.com,9/7/2024,Active,3/10/2023,465,13020.62,4.45,Cash,Diamond,No
